TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price,TransactionDay,TransactionTime,TransactionMonth,Transaction_TimePeriod,ProductName,Category,CustomerName,Region,SignupDate,AvgTransactionValue,DaysSinceLastTransaction,UniqueProductsPurchased,FavProduct,FavCategory,MostActiveTransactionDay,PeakTransactionTime
T00025,C0027,P003,2024-10-11,4,176.48,44.12,Friday,21:32:34,October,Evening,ComfortLiving Biography,Books,Justin Heath,Asia,2022-11-09,640.735,108.0,4.0,P003,Books,Friday,Morning
T00102,C0153,P003,2024-07-20,2,88.24,44.12,Saturday,16:04:49,July,Afternoon,ComfortLiving Biography,Books,Justin Smith,South America,2022-03-20,790.7983333333333,138.0,6.0,P003,Books,Friday,Morning
T00242,C0178,P003,2024-10-08,1,44.12,44.12,Tuesday,06:27:20,October,Morning,ComfortLiving Biography,Books,Carol Williams,Asia,2023-11-19,677.2075,37.0,4.0,P003,Home Decor,Monday,Evening
T00381,C0109,P003,2024-08-16,4,176.48,44.12,Friday,19:39:33,August,Evening,ComfortLiving Biography,Books,Abigail Jones,North America,2022-05-09,498.84090909090907,81.0,10.0,P100,Clothing,Saturday,Evening
T00430,C0135,P003,2024-05-16,2,88.24,44.12,Thursday,03:37:41,May,Evening,ComfortLiving Biography,Books,Toni Weaver,Europe,2022-08-23,783.895,116.0,4.0,P003,Books,Thursday,Evening
T00574,C0172,P003,2024-07-23,1,44.12,44.12,Tuesday,20:01:12,July,Evening,ComfortLiving Biography,Books,Jamie Webb,Europe,2024-09-09,366.95,67.0,6.0,P003,Home Decor,Tuesday,Afternoon
T00600,C0101,P003,2024-01-02,3,132.36,44.12,Tuesday,11:26:51,January,Morning,ComfortLiving Biography,Books,Kelsey Roberts,Asia,2023-09-30,693.87375,30.0,7.0,P015,Books,Saturday,Evening
T00633,C0137,P003,2024-03-20,3,132.36,44.12,Wednesday,23:29:34,March,Evening,ComfortLiving Biography,Books,Robert Gardner,South America,2024-04-09,666.51,35.0,5.0,P003,Books,Wednesday,Afternoon
T00686,C0012,P003,2024-05-12,4,176.48,44.12,Sunday,12:53:40,May,Afternoon,ComfortLiving Biography,Books,Kevin May,South America,2024-08-07,747.3228571428571,33.0,6.0,P023,Home Decor,Sunday,Evening
T00826,C0169,P003,2024-07-20,2,88.24,44.12,Saturday,11:22:47,July,Morning,ComfortLiving Biography,Books,Jennifer Shaw,South America,2023-04-13,755.5533333333333,55.0,6.0,P003,Books,Friday,Morning
T00914,C0094,P003,2024-03-10,2,88.24,44.12,Sunday,12:10:40,March,Afternoon,ComfortLiving Biography,Books,Emily Trevino,North America,2023-09-16,291.7425,83.0,4.0,P003,Books,Sunday,Morning
T00991,C0111,P003,2024-01-26,3,132.36,44.12,Friday,22:34:43,January,Evening,ComfortLiving Biography,Books,Roger David,Europe,2024-11-13,394.604,46.0,5.0,P003,Clothing,Wednesday,Evening
T00026,C0136,P051,2024-02-01,3,195.48,65.16,Thursday,08:58:02,February,Morning,ComfortLiving Desk Lamp,Home Decor,Kristen Holder,Asia,2024-03-14,716.4983333333333,78.0,6.0,P011,Home Decor,Tuesday,Evening
T00044,C0046,P051,2024-03-09,3,195.48,65.16,Saturday,09:06:10,March,Morning,ComfortLiving Desk Lamp,Home Decor,Beth Cardenas,North America,2024-10-23,803.9757142857143,124.0,7.0,P016,Books,Saturday,Evening
T00079,C0147,P051,2024-05-09,1,65.16,65.16,Thursday,16:33:17,May,Afternoon,ComfortLiving Desk Lamp,Home Decor,Hunter Fuller,South America,2022-05-16,327.6044444444444,33.0,9.0,P018,Books,Saturday,Evening
T00169,C0152,P051,2024-06-09,1,65.16,65.16,Sunday,15:20:30,June,Afternoon,ComfortLiving Desk Lamp,Home Decor,Justin Evans,South America,2022-04-19,677.1719999999999,98.0,5.0,P051,Home Decor,Saturday,Morning
T00297,C0131,P051,2024-01-18,3,195.48,65.16,Thursday,01:32:18,January,Evening,ComfortLiving Desk Lamp,Home Decor,Scott Wilson,North America,2022-06-05,647.9399999999999,39.0,3.0,P017,Books,Thursday,Evening
T00386,C0116,P051,2024-09-03,4,260.64,65.16,Tuesday,03:40:56,September,Evening,ComfortLiving Desk Lamp,Home Decor,James Martinez,North America,2024-09-11,459.78000000000003,89.0,6.0,P029,Books,Wednesday,Evening
T00590,C0157,P051,2024-05-04,2,130.32,65.16,Saturday,20:38:52,May,Evening,ComfortLiving Desk Lamp,Home Decor,Miguel Wong,North America,2024-01-30,375.21999999999997,51.0,5.0,P013,Electronics,Saturday,Afternoon
T00607,C0175,P051,2024-10-04,4,260.64,65.16,Friday,01:18:02,October,Evening,ComfortLiving Desk Lamp,Home Decor,Matthew Johnson,Asia,2022-04-16,621.053,68.0,10.0,P008,Books,Wednesday,Evening
T00856,C0043,P051,2024-09-19,2,130.32,65.16,Thursday,14:24:09,September,Afternoon,ComfortLiving Desk Lamp,Home Decor,Sandy Short MD,Asia,2023-02-05,377.10666666666674,130.0,3.0,P051,Books,Thursday,Evening
T00957,C0076,P051,2024-02-21,3,195.48,65.16,Wednesday,04:21:27,February,Evening,ComfortLiving Desk Lamp,Home Decor,Emily Roberts,South America,2024-02-11,466.61199999999997,57.0,5.0,P019,Home Decor,Wednesday,Evening
T00027,C0124,P086,2024-03-30,2,881.4,440.7,Saturday,21:17:42,March,Evening,SoundWave Novel,Books,Lindsay Perez,Europe,2024-08-26,609.1899999999999,112.0,7.0,P006,Home Decor,Saturday,Afternoon
T00069,C0021,P086,2024-01-13,4,1762.8,440.7,Saturday,00:48:20,January,Evening,SoundWave Novel,Books,Robert Blanchard,Asia,2023-04-17,677.49,107.0,8.0,P015,Books,Saturday,Evening
T00193,C0041,P086,2024-06-10,4,1762.8,440.7,Monday,11:46:13,June,Morning,SoundWave Novel,Books,Lindsey Deleon,Europe,2023-12-27,878.54,43.0,7.0,P011,Books,Sunday,Evening
T00420,C0057,P086,2024-07-31,4,1762.8,440.7,Wednesday,21:34:31,July,Evening,SoundWave Novel,Books,Elizabeth Nguyen,Europe,2024-07-27,756.0666666666666,40.0,6.0,P008,Books,Wednesday,Afternoon
T00493,C0126,P086,2024-11-28,4,1762.8,440.7,Thursday,19:01:58,November,Evening,SoundWave Novel,Books,Caitlin Brown,South America,2024-02-20,760.9283333333333,60.0,6.0,P032,Books,Thursday,Evening
T00587,C0165,P086,2024-08-09,4,1762.8,440.7,Friday,08:58:30,August,Morning,SoundWave Novel,Books,Juan Mcdaniel,South America,2022-04-09,745.3444444444444,32.0,6.0,P044,Books,Thursday,Morning
T00691,C0171,P086,2024-01-13,3,1322.1,440.7,Saturday,11:31:31,January,Morning,SoundWave Novel,Books,Michael Cowan,South America,2022-12-16,1029.0700000000002,96.0,5.0,P017,Books,Saturday,Evening
T00813,C0006,P086,2024-10-07,3,1322.1,440.7,Monday,04:07:35,October,Evening,SoundWave Novel,Books,Brittany Palmer,South America,2024-01-07,1056.8925,112.0,4.0,P020,Books,Thursday,Evening
T00896,C0093,P086,2024-03-26,1,440.7,440.7,Tuesday,18:01:53,March,Evening,SoundWave Novel,Books,Nancy Walker,Asia,2024-07-13,588.3322222222222,133.0,8.0,P076,Clothing,Monday,Evening
T00028,C0106,P047,2024-11-27,2,318.66,159.33,Wednesday,05:40:32,November,Morning,ComfortLiving Cookware Set,Home Decor,Amanda Mcguire,Asia,2022-09-22,587.86,61.0,5.0,P031,Clothing,Friday,Morning
T00047,C0136,P047,2024-04-23,4,637.32,159.33,Tuesday,17:09:27,April,Evening,ComfortLiving Cookware Set,Home Decor,Kristen Holder,Asia,2024-03-14,716.4983333333333,78.0,6.0,P011,Home Decor,Tuesday,Evening
T00107,C0175,P047,2024-09-25,3,477.99,159.33,Wednesday,20:31:49,September,Evening,ComfortLiving Cookware Set,Home Decor,Matthew Johnson,Asia,2022-04-16,621.053,68.0,10.0,P008,Books,Wednesday,Evening
T00197,C0075,P047,2024-02-21,4,637.32,159.33,Wednesday,11:11:20,February,Morning,ComfortLiving Cookware Set,Home Decor,Misty Higgins,Europe,2023-05-01,649.8855555555556,48.0,9.0,P013,Books,Friday,Evening
T00352,C0046,P047,2024-09-09,2,318.66,159.33,Monday,04:31:40,September,Evening,ComfortLiving Cookware Set,Home Decor,Beth Cardenas,North America,2024-10-23,803.9757142857143,124.0,7.0,P016,Books,Saturday,Evening
T00443,C0128,P047,2024-05-26,2,318.66,159.33,Sunday,08:08:36,May,Morning,ComfortLiving Cookware Set,Home Decor,Henry Leach,Asia,2023-05-29,386.595,246.0,2.0,P023,Home Decor,Monday,Afternoon
T00524,C0014,P047,2024-01-17,2,318.66,159.33,Wednesday,18:31:55,January,Evening,ComfortLiving Cookware Set,Home Decor,Deborah Wilcox,Europe,2024-06-22,318.66,376.0,1.0,P047,Home Decor,Wednesday,Evening
T00531,C0022,P047,2024-07-10,1,159.33,159.33,Wednesday,07:04:02,July,Morning,ComfortLiving Cookware Set,Home Decor,Teresa Esparza,Asia,2023-10-27,775.8449999999999,132.0,6.0,P008,Clothing,Tuesday,Morning
T00539,C0159,P047,2024-12-13,4,637.32,159.33,Friday,17:21:14,December,Evening,ComfortLiving Cookware Set,Home Decor,Austin Miller,Asia,2022-08-06,690.8033333333333,45.0,3.0,P038,Home Decor,Friday,Evening
T00897,C0195,P047,2024-04-30,3,477.99,159.33,Tuesday,14:23:08,April,Afternoon,ComfortLiving Cookware Set,Home Decor,Jeremy Mclaughlin,South America,2024-09-17,672.7116666666667,64.0,6.0,P028,Home Decor,Tuesday,Evening
T00029,C0193,P068,2024-02-12,3,1341.69,447.23,Monday,03:10:36,February,Evening,TechPro Novel,Books,Douglas Torres,Asia,2023-02-03,752.3225000000001,245.0,4.0,P007,Books,Monday,Evening
T00071,C0059,P068,2024-10-24,1,447.23,447.23,Thursday,00:10:41,October,Evening,TechPro Novel,Books,Mrs. Kimberly Wright,North America,2024-04-07,884.16,95.0,8.0,P019,Home Decor,Tuesday,Evening
T00118,C0082,P068,2024-11-30,3,1341.69,447.23,Saturday,07:11:48,November,Morning,TechPro Novel,Books,Aimee Taylor,South America,2022-05-13,1081.8442857142857,58.0,7.0,P019,Books,Saturday,Evening
T00156,C0081,P068,2024-11-08,1,447.23,447.23,Friday,18:02:09,November,Evening,TechPro Novel,Books,Kimberly Turner,Europe,2024-02-24,590.4133333333333,80.0,6.0,P006,Books,Saturday,Evening
T00199,C0160,P068,2024-01-07,1,447.23,447.23,Sunday,09:51:12,January,Morning,TechPro Novel,Books,Jodi Cook,North America,2022-04-05,585.386,164.0,5.0,P022,Home Decor,Sunday,Morning
T00287,C0165,P068,2024-12-26,4,1788.92,447.23,Thursday,06:46:12,December,Morning,TechPro Novel,Books,Juan Mcdaniel,South America,2022-04-09,745.3444444444444,32.0,6.0,P044,Books,Thursday,Morning
T00308,C0139,P068,2024-09-29,2,894.46,447.23,Sunday,13:03:14,September,Afternoon,TechPro Novel,Books,Ricky Gutierrez,North America,2022-03-14,462.955,113.0,8.0,P006,Books,Wednesday,Morning
T00425,C0008,P068,2024-08-01,1,447.23,447.23,Thursday,14:20:03,August,Afternoon,TechPro Novel,Books,David Li,North America,2024-01-13,427.16099999999994,41.0,10.0,P004,Home Decor,Monday,Evening
T00447,C0035,P068,2024-09-30,3,1341.69,447.23,Monday,17:00:33,September,Evening,TechPro Novel,Books,Brianna Richardson,North America,2024-10-01,646.9025,119.0,4.0,P013,Electronics,Monday,Evening
T00450,C0104,P068,2024-08-23,1,447.23,447.23,Friday,02:14:14,August,Evening,TechPro Novel,Books,Laura Bennett,South America,2022-02-10,822.3875,84.0,8.0,P006,Home Decor,Monday,Afternoon
T00833,C0187,P068,2024-01-09,3,1341.69,447.23,Tuesday,11:36:08,January,Morning,TechPro Novel,Books,Kayla Kelly,South America,2024-08-02,922.4879999999999,107.0,5.0,P009,Books,Thursday,Morning
T00030,C0185,P092,2024-08-20,3,1167.6,389.2,Tuesday,05:30:54,August,Morning,BookWorld Running Shoes,Clothing,Kathleen Logan,North America,2023-10-17,1141.4399999999998,160.0,3.0,P021,Books,Saturday,Evening
T00340,C0098,P092,2024-07-02,2,778.4,389.2,Tuesday,05:35:21,July,Morning,BookWorld Running Shoes,Clothing,Laura Gilbert,North America,2024-10-21,394.7525,35.0,8.0,P021,Clothing,Tuesday,Evening
T00410,C0042,P092,2024-10-30,4,1556.8,389.2,Wednesday,12:42:57,October,Afternoon,BookWorld Running Shoes,Clothing,Heather Riley,North America,2023-03-15,800.8299999999999,79.0,3.0,P048,Clothing,Saturday,Afternoon
T00426,C0026,P092,2024-03-20,1,389.2,389.2,Wednesday,10:30:55,March,Morning,BookWorld Running Shoes,Clothing,Sara Miller,North America,2024-05-03,887.2625,110.0,4.0,P027,Electronics,Wednesday,Evening
T00439,C0141,P092,2024-07-01,4,1556.8,389.2,Monday,14:11:51,July,Afternoon,BookWorld Running Shoes,Clothing,Paul Parsons,Europe,2023-02-23,1067.387,55.0,10.0,P025,Clothing,Tuesday,Evening
T00618,C0103,P092,2024-03-04,1,389.2,389.2,Monday,04:39:40,March,Evening,BookWorld Running Shoes,Clothing,Jennifer Munoz,Europe,2022-05-15,492.50999999999993,119.0,5.0,P006,Clothing,Monday,Evening
T00652,C0149,P092,2024-04-27,4,1556.8,389.2,Saturday,01:00:06,April,Evening,BookWorld Running Shoes,Clothing,Tina Wilson,Europe,2023-01-21,880.9559999999999,151.0,5.0,P012,Clothing,Tuesday,Afternoon
T00676,C0081,P092,2024-09-04,4,1556.8,389.2,Wednesday,02:55:21,September,Evening,BookWorld Running Shoes,Clothing,Kimberly Turner,Europe,2024-02-24,590.4133333333333,80.0,6.0,P006,Books,Saturday,Evening
T00678,C0142,P092,2024-12-24,3,1167.6,389.2,Tuesday,20:00:42,December,Evening,BookWorld Running Shoes,Clothing,Nicole Long DVM,Asia,2024-02-08,559.76,34.0,4.0,P040,Books,Tuesday,Afternoon
T00031,C0093,P076,2024-08-31,3,1287.87,429.29,Saturday,18:20:26,August,Evening,ActiveWear Jeans,Clothing,Nancy Walker,Asia,2024-07-13,588.3322222222222,133.0,8.0,P076,Clothing,Monday,Evening
T00106,C0158,P076,2024-09-12,4,1717.16,429.29,Thursday,09:25:47,September,Morning,ActiveWear Jeans,Clothing,Wendy Browning,South America,2023-04-12,929.13,137.0,4.0,P021,Home Decor,Thursday,Afternoon
T00149,C0093,P076,2024-07-13,4,1717.16,429.29,Saturday,13:50:21,July,Afternoon,ActiveWear Jeans,Clothing,Nancy Walker,Asia,2024-07-13,588.3322222222222,133.0,8.0,P076,Clothing,Monday,Evening
T00240,C0113,P076,2024-01-24,1,429.29,429.29,Wednesday,02:35:57,January,Evening,ActiveWear Jeans,Clothing,Joseph Ortiz Jr.,South America,2022-06-17,601.5125,61.0,7.0,P078,Home Decor,Sunday,Evening
T00487,C0159,P076,2024-07-21,3,1287.87,429.29,Sunday,04:34:35,July,Evening,ActiveWear Jeans,Clothing,Austin Miller,Asia,2022-08-06,690.8033333333333,45.0,3.0,P038,Home Decor,Friday,Evening
T00614,C0042,P076,2024-04-28,1,429.29,429.29,Sunday,14:38:55,April,Afternoon,ActiveWear Jeans,Clothing,Heather Riley,North America,2023-03-15,800.8299999999999,79.0,3.0,P048,Clothing,Saturday,Afternoon
T00694,C0188,P076,2024-06-30,4,1717.16,429.29,Sunday,08:52:10,June,Morning,ActiveWear Jeans,Clothing,Anna Ball,South America,2022-05-17,888.9150000000001,32.0,7.0,P057,Electronics,Friday,Morning
T00709,C0175,P076,2024-09-30,1,429.29,429.29,Monday,05:29:31,September,Morning,ActiveWear Jeans,Clothing,Matthew Johnson,Asia,2022-04-16,621.053,68.0,10.0,P008,Books,Wednesday,Evening
T00754,C0143,P076,2024-01-30,3,1287.87,429.29,Tuesday,13:30:24,January,Afternoon,ActiveWear Jeans,Clothing,Brian Parker,Asia,2024-05-27,863.5185714285715,40.0,6.0,P094,Clothing,Wednesday,Evening
T00894,C0155,P076,2024-09-12,2,858.58,429.29,Thursday,09:37:09,September,Morning,ActiveWear Jeans,Clothing,Michelle Brown,South America,2023-03-23,768.2614285714286,77.0,7.0,P026,Books,Wednesday,Evening
T00033,C0099,P036,2024-12-17,2,745.1,372.55,Tuesday,22:52:47,December,Evening,BookWorld Jacket,Clothing,Rodney Eaton,South America,2023-01-29,839.465,35.0,8.0,P005,Clothing,Friday,Evening
T00080,C0139,P036,2024-04-09,1,372.55,372.55,Tuesday,07:47:04,April,Morning,BookWorld Jacket,Clothing,Ricky Gutierrez,North America,2022-03-14,462.955,113.0,8.0,P006,Books,Wednesday,Morning
T00312,C0092,P036,2024-01-27,1,372.55,372.55,Saturday,16:35:59,January,Afternoon,BookWorld Jacket,Clothing,Jacqueline Zamora,Asia,2024-05-29,753.9875,42.0,3.0,P036,Clothing,Monday,Evening
T00316,C0141,P036,2024-12-03,2,745.1,372.55,Tuesday,18:01:55,December,Evening,BookWorld Jacket,Clothing,Paul Parsons,Europe,2023-02-23,1067.387,55.0,10.0,P025,Clothing,Tuesday,Evening
T00376,C0092,P036,2024-10-21,4,1490.2,372.55,Monday,04:58:32,October,Evening,BookWorld Jacket,Clothing,Jacqueline Zamora,Asia,2024-05-29,753.9875,42.0,3.0,P036,Clothing,Monday,Evening
T00407,C0067,P036,2024-10-17,1,372.55,372.55,Thursday,02:10:15,October,Evening,BookWorld Jacket,Clothing,Carl Gonzalez,North America,2023-07-06,681.8066666666667,102.0,6.0,P002,Clothing,Thursday,Evening
T00469,C0083,P036,2024-04-14,1,372.55,372.55,Sunday,12:03:56,April,Afternoon,BookWorld Jacket,Clothing,Christina Stark,South America,2022-04-07,214.26666666666665,41.0,3.0,P036,Clothing,Sunday,Afternoon
T00517,C0010,P036,2024-11-16,3,1117.65,372.55,Saturday,18:14:23,November,Evening,BookWorld Jacket,Clothing,Aaron Cox,Europe,2022-12-15,429.38750000000005,72.0,4.0,P014,Clothing,Friday,Evening
T00616,C0101,P036,2024-12-07,2,745.1,372.55,Saturday,12:23:24,December,Afternoon,BookWorld Jacket,Clothing,Kelsey Roberts,Asia,2023-09-30,693.87375,30.0,7.0,P015,Books,Saturday,Evening
T00659,C0013,P036,2024-11-03,3,1117.65,372.55,Sunday,05:30:39,November,Morning,BookWorld Jacket,Clothing,Lauren Buchanan,South America,2024-05-19,857.2228571428572,85.0,7.0,P015,Clothing,Friday,Evening
T00690,C0029,P036,2024-12-26,3,1117.65,372.55,Thursday,01:49:16,December,Evening,BookWorld Jacket,Clothing,Erin Manning,North America,2022-04-16,446.46750000000003,32.0,4.0,P036,Clothing,Thursday,Evening
T00925,C0093,P036,2024-04-04,1,372.55,372.55,Thursday,03:50:45,April,Evening,BookWorld Jacket,Clothing,Nancy Walker,Asia,2024-07-13,588.3322222222222,133.0,8.0,P076,Clothing,Monday,Evening
T00036,C0035,P013,2024-01-17,1,114.2,114.2,Wednesday,12:40:30,January,Afternoon,BookWorld Smartwatch,Electronics,Brianna Richardson,North America,2024-10-01,646.9025,119.0,4.0,P013,Electronics,Monday,Evening
T00097,C0045,P013,2024-06-08,4,456.8,114.2,Saturday,14:47:32,June,Afternoon,BookWorld Smartwatch,Electronics,Michael Williams,Asia,2022-02-25,860.2571428571429,154.0,7.0,P001,Electronics,Saturday,Afternoon
T00144,C0084,P013,2024-01-24,1,114.2,114.2,Wednesday,09:21:15,January,Morning,BookWorld Smartwatch,Electronics,Belinda Garner,Asia,2024-09-17,493.4555555555556,42.0,8.0,P013,Electronics,Tuesday,Morning
T00201,C0118,P013,2024-11-14,1,114.2,114.2,Thursday,13:58:43,November,Afternoon,BookWorld Smartwatch,Electronics,Jacob Holt,South America,2022-01-22,572.4616666666667,40.0,6.0,P013,Books,Saturday,Afternoon
T00498,C0039,P013,2024-10-27,1,114.2,114.2,Sunday,05:26:27,October,Morning,BookWorld Smartwatch,Electronics,Angela Harris,South America,2024-10-13,706.6,92.0,6.0,P011,Electronics,Sunday,Afternoon
T00544,C0075,P013,2024-06-13,3,342.6,114.2,Thursday,07:28:26,June,Morning,BookWorld Smartwatch,Electronics,Misty Higgins,Europe,2023-05-01,649.8855555555556,48.0,9.0,P013,Books,Friday,Evening
T00560,C0069,P013,2024-05-09,3,342.6,114.2,Thursday,09:15:59,May,Morning,BookWorld Smartwatch,Electronics,Stacy Foster,Europe,2023-12-03,575.738,49.0,5.0,P010,Electronics,Thursday,Evening
T00697,C0084,P013,2024-10-16,3,342.6,114.2,Wednesday,06:10:29,October,Morning,BookWorld Smartwatch,Electronics,Belinda Garner,Asia,2024-09-17,493.4555555555556,42.0,8.0,P013,Electronics,Tuesday,Morning
T00738,C0157,P013,2024-03-19,3,342.6,114.2,Tuesday,16:14:11,March,Afternoon,BookWorld Smartwatch,Electronics,Miguel Wong,North America,2024-01-30,375.21999999999997,51.0,5.0,P013,Electronics,Saturday,Afternoon
T00803,C0197,P013,2024-01-13,4,456.8,114.2,Saturday,04:52:09,January,Evening,BookWorld Smartwatch,Electronics,Christina Harvey,Europe,2023-03-21,642.8833333333333,31.0,3.0,P013,Electronics,Friday,Evening
T00919,C0091,P013,2024-03-10,3,342.6,114.2,Sunday,12:56:52,March,Afternoon,BookWorld Smartwatch,Electronics,Lisa Kirk,South America,2023-03-16,522.9433333333333,167.0,5.0,P026,Electronics,Tuesday,Evening
T00038,C0084,P058,2024-09-05,2,315.24,157.62,Thursday,08:46:22,September,Morning,ActiveWear Textbook,Books,Belinda Garner,Asia,2024-09-17,493.4555555555556,42.0,8.0,P013,Electronics,Tuesday,Morning
T00124,C0076,P058,2024-02-07,3,472.86,157.62,Wednesday,01:32:26,February,Evening,ActiveWear Textbook,Books,Emily Roberts,South America,2024-02-11,466.61199999999997,57.0,5.0,P019,Home Decor,Wednesday,Evening
T00227,C0049,P058,2024-04-25,2,315.24,157.62,Thursday,18:50:36,April,Evening,ActiveWear Textbook,Books,Jason Yates,North America,2024-09-18,289.435,150.0,8.0,P027,Clothing,Monday,Evening
T00365,C0102,P058,2024-04-09,4,630.48,157.62,Tuesday,18:48:11,April,Evening,ActiveWear Textbook,Books,Michael Atkinson,South America,2022-09-16,766.5450000000001,148.0,7.0,P058,Electronics,Friday,Evening
T00404,C0022,P058,2024-09-17,2,315.24,157.62,Tuesday,15:12:23,September,Afternoon,ActiveWear Textbook,Books,Teresa Esparza,Asia,2023-10-27,775.8449999999999,132.0,6.0,P008,Clothing,Tuesday,Morning
T00416,C0152,P058,2024-01-13,1,157.62,157.62,Saturday,10:46:55,January,Morning,ActiveWear Textbook,Books,Justin Evans,South America,2022-04-19,677.1719999999999,98.0,5.0,P051,Home Decor,Saturday,Morning
T00471,C0102,P058,2024-01-12,4,630.48,157.62,Friday,17:34:27,January,Evening,ActiveWear Textbook,Books,Michael Atkinson,South America,2022-09-16,766.5450000000001,148.0,7.0,P058,Electronics,Friday,Evening
T00566,C0139,P058,2024-07-30,2,315.24,157.62,Tuesday,11:43:57,July,Morning,ActiveWear Textbook,Books,Ricky Gutierrez,North America,2022-03-14,462.955,113.0,8.0,P006,Books,Wednesday,Morning
T00662,C0118,P058,2024-11-08,1,157.62,157.62,Friday,12:43:10,November,Afternoon,ActiveWear Textbook,Books,Jacob Holt,South America,2022-01-22,572.4616666666667,40.0,6.0,P013,Books,Saturday,Afternoon
T00667,C0047,P058,2024-04-26,2,315.24,157.62,Friday,14:16:50,April,Afternoon,ActiveWear Textbook,Books,Samantha Frank,North America,2024-03-22,410.07714285714286,157.0,7.0,P007,Books,Friday,Morning
T00681,C0153,P058,2024-09-05,4,630.48,157.62,Thursday,07:22:52,September,Morning,ActiveWear Textbook,Books,Justin Smith,South America,2022-03-20,790.7983333333333,138.0,6.0,P003,Books,Friday,Morning
T00824,C0156,P058,2024-05-20,1,157.62,157.62,Monday,12:30:20,May,Afternoon,ActiveWear Textbook,Books,William Adams,North America,2023-08-19,694.040909090909,43.0,10.0,P059,Books,Saturday,Afternoon
T00981,C0112,P058,2024-07-10,4,630.48,157.62,Wednesday,02:32:56,July,Evening,ActiveWear Textbook,Books,Brian Adkins,South America,2022-07-07,653.17,201.0,3.0,P050,Electronics,Wednesday,Evening
T00039,C0056,P050,2024-10-16,2,875.3,437.65,Wednesday,01:04:33,October,Evening,ActiveWear Smartwatch,Electronics,Erika Fernandez,Asia,2024-04-12,636.588,33.0,5.0,P024,Clothing,Wednesday,Evening
T00191,C0172,P050,2024-11-21,1,437.65,437.65,Thursday,12:52:03,November,Afternoon,ActiveWear Smartwatch,Electronics,Jamie Webb,Europe,2024-09-09,366.95,67.0,6.0,P003,Home Decor,Tuesday,Afternoon
T00328,C0085,P050,2024-09-04,3,1312.95,437.65,Wednesday,11:39:30,September,Morning,ActiveWear Smartwatch,Electronics,Richard Brown,South America,2024-09-22,866.11,108.0,3.0,P021,Books,Friday,Morning
T00345,C0140,P050,2024-08-07,4,1750.6,437.65,Wednesday,09:24:39,August,Morning,ActiveWear Smartwatch,Electronics,Gregory Estrada,Asia,2023-07-01,944.0699999999999,104.0,2.0,P022,Electronics,Tuesday,Evening
T00362,C0096,P050,2024-01-31,2,875.3,437.65,Wednesday,07:07:22,January,Morning,ActiveWear Smartwatch,Electronics,Benjamin Mcclure,South America,2022-11-18,1214.584,47.0,5.0,P025,Electronics,Wednesday,Morning
T00542,C0098,P050,2024-04-17,1,437.65,437.65,Wednesday,00:48:43,April,Evening,ActiveWear Smartwatch,Electronics,Laura Gilbert,North America,2024-10-21,394.7525,35.0,8.0,P021,Clothing,Tuesday,Evening
T00718,C0007,P050,2024-02-20,1,437.65,437.65,Tuesday,09:22:52,February,Morning,ActiveWear Smartwatch,Electronics,Paul Graves,Asia,2022-06-18,859.9399999999999,155.0,3.0,P050,Electronics,Friday,Morning
T00770,C0181,P050,2024-09-16,2,875.3,437.65,Monday,21:24:16,September,Evening,ActiveWear Smartwatch,Electronics,Alexander Barker,South America,2023-11-16,557.9333333333334,31.0,6.0,P002,Electronics,Friday,Evening
T00859,C0162,P050,2024-01-11,3,1312.95,437.65,Thursday,14:19:36,January,Afternoon,ActiveWear Smartwatch,Electronics,Edwin Watson,Asia,2022-03-29,600.28,71.0,8.0,P009,Electronics,Monday,Evening
T00902,C0009,P050,2024-10-12,1,437.65,437.65,Saturday,04:57:16,October,Evening,ActiveWear Smartwatch,Electronics,Joy Clark,Europe,2023-08-14,298.8333333333333,107.0,3.0,P050,Clothing,Saturday,Evening
T00904,C0155,P050,2024-01-17,1,437.65,437.65,Wednesday,03:47:03,January,Evening,ActiveWear Smartwatch,Electronics,Michelle Brown,South America,2023-03-23,768.2614285714286,77.0,7.0,P026,Books,Wednesday,Evening
T00979,C0112,P050,2024-05-08,3,1312.95,437.65,Wednesday,03:42:39,May,Evening,ActiveWear Smartwatch,Electronics,Brian Adkins,South America,2022-07-07,653.17,201.0,3.0,P050,Electronics,Wednesday,Evening
T00984,C0156,P050,2024-05-04,4,1750.6,437.65,Saturday,11:33:18,May,Morning,ActiveWear Smartwatch,Electronics,William Adams,North America,2023-08-19,694.040909090909,43.0,10.0,P059,Books,Saturday,Afternoon
T00040,C0177,P030,2024-06-27,4,1111.44,277.86,Thursday,19:13:16,June,Evening,ActiveWear Cookbook,Books,Julia Kelly,Asia,2024-06-01,627.4525,84.0,4.0,P028,Books,Monday,Evening
T00268,C0170,P030,2024-05-20,1,277.86,277.86,Monday,10:53:24,May,Morning,ActiveWear Cookbook,Books,Logan Harris,Europe,2023-09-13,986.348,136.0,5.0,P019,Home Decor,Friday,Morning
T00303,C0085,P030,2024-10-11,1,277.86,277.86,Friday,20:08:31,October,Evening,ActiveWear Cookbook,Books,Richard Brown,South America,2024-09-22,866.11,108.0,3.0,P021,Books,Friday,Morning
